,0,1
3690,sgx,ACES.SI
3691,sgx,ACH.SI
3692,sgx,ACMA.SI
3693,sgx,ACRO.SI
3694,sgx,ADSA.SI
3695,sgx,ADVA.SI
3696,sgx,ADVE.SI
3697,sgx,ADVN.SI
3698,sgx,AEHL.SI
3699,sgx,AEIC.SI
3700,sgx,AEMN.SI
3701,sgx,AEM.SI
3702,sgx,AFGL.SI
3703,sgx,AGVG.SI
3704,sgx,AHYG.SI
3705,sgx,AIMS.SI
3706,sgx,AINT.SI
3707,sgx,ALIB.SI
3708,sgx,ALLI.SI
3709,sgx,ALLT.SI
3710,sgx,ALPH.SI
3711,sgx,AMHL.SI
3712,sgx,AMPL.SI
3713,sgx,AMRA.SI
3714,sgx,ANAN.SI
3715,sgx,ANCH.SI
3716,sgx,ANHL.SI
3717,sgx,ANIH.SI
3718,sgx,ANTE.SI
3719,sgx,AOIL.SI
3720,sgx,AOXI.SI
3721,sgx,APAC.SI
3722,sgx,APST.SI
3723,sgx,ARIO.SI
3724,sgx,ARTT.SI
3725,sgx,ASCT.SI
3726,sgx,ASFN.SI
3727,sgx,ASHP.SI
3728,sgx,ASIA.SI
3729,sgx,ASIM.SI
3730,sgx,ASIP.SI
3731,sgx,ASLM.SI
3732,sgx,ASMA.SI
3733,sgx,ASON.SI
3734,sgx,ASPA.SI
3735,sgx,ASPE.SI
3736,sgx,ASRT.SI
3737,sgx,ASTA.SI
3738,sgx,ATIC.SI
3739,sgx,ATIH.SI
3740,sgx,ATLA.SI
3741,sgx,ATTI.SI
3742,sgx,ATVE.SI
3743,sgx,AUSG.SI
3744,sgx,AVAU.SI
3745,sgx,AVIC.SI
3746,sgx,AVJH.SI
3747,sgx,AVTH.SI
3748,sgx,AXCE.SI
3749,sgx,AZEU.SI
3750,sgx,BANL.SI
3751,sgx,BANY.SI
3752,sgx,BATE.SI
3753,sgx,BBRS.SI
3754,sgx,BCIL.SI
3755,sgx,BEIJ.SI
3756,sgx,BENK.SI
3757,sgx,BEST.SI
3758,sgx,BHGC.SI
3759,sgx,BHGR.SI
3760,sgx,BIDU.SI
3761,sgx,BLAC.SI
3762,sgx,BLUM.SI
3763,sgx,BMHL.SI
3764,sgx,BOLD.SI
3765,sgx,BOUS.SI
3766,sgx,BRCA.SI
3767,sgx,BRET.SI
3768,sgx,BRJP.SI
3769,sgx,BROO.SI
3770,sgx,BRRM.SI
3771,sgx,BRWY.SI
3772,sgx,BSES.SI
3773,sgx,BTSS.SI
3774,sgx,BUMI.SI
3775,sgx,BVHS.SI
3776,sgx,CACF.SI
3777,sgx,CACT.SI
3778,sgx,CALT.SI
3779,sgx,CAMS.SI
3780,sgx,CAPI.SI
3781,sgx,CAPT.SI
3782,sgx,CASA.SI
3783,sgx,CATL.SI
3784,sgx,CBRG.SI
3785,sgx,CDLT.SI
3786,sgx,CDWH.SI
3787,sgx,CEA.SI
3788,sgx,CEGL.SI
3789,sgx,CEII.SI
3790,sgx,CELE.SI
3791,sgx,CERG.SI
3792,sgx,CESE.SI
3793,sgx,CEWL.SI
3794,sgx,CFMH.SI
3795,sgx,CFTS.SI
3796,sgx,CGEP.SI
3797,sgx,CGJG.SI
3798,sgx,CGXF.SI
3799,sgx,CHAL.SI
3800,sgx,CHAR.SI
3801,sgx,CHA.SI
3802,sgx,CHAS.SI
3803,sgx,CHEM.SI
3804,sgx,CHEN.SI
3805,sgx,CHFI.SI
3806,sgx,CHGI.SI
3807,sgx,CHGL.SI
3808,sgx,CHHA.SI
3809,sgx,CHHL.SI
3810,sgx,CHHS.SI
3811,sgx,CHIA.SI
3812,sgx,CHIE.SI
3813,sgx,CHIG.SI
3814,sgx,CHIM.SI
3815,sgx,CHL.SI
3816,sgx,CHNA.SI
3817,sgx,CHOF.SI
3818,sgx,CHOO.SI
3819,sgx,CHSN.SI
3820,sgx,CHU.SI
3821,sgx,CHWO.SI
3822,sgx,CHXS.SI
3823,sgx,CIPH.SI
3824,sgx,CISA.SI
3825,sgx,CITI.SI
3826,sgx,CIVM.SI
3827,sgx,CJEH.SI
3828,sgx,CJIS.SI
3829,sgx,CKFC.SI
3830,sgx,CKUN.SI
3831,sgx,CMDG.SI
3832,sgx,CMIL.SI
3833,sgx,CMLT.SI
3834,sgx,CNAO.SI
3835,sgx,CNCL.SI
3836,sgx,CNER.SI
3837,sgx,CNFG.SI
3838,sgx,CNGR.SI
3839,sgx,CNHL.SI
3840,sgx,CNMC.SI
3841,sgx,COGH.SI
3842,sgx,COLX.SI
3843,sgx,COMI.SI
3844,sgx,CORD.SI
3845,sgx,CORT.SI
3846,sgx,COSC.SI
3847,sgx,COSM.SI
3848,sgx,COUA.SI
3849,sgx,COUR.SI
3850,sgx,CPHL.SI
3851,sgx,CRCT.SI
3852,sgx,CREA.SI
3853,sgx,CSCH.SI
3854,sgx,CSES.SI
3855,sgx,CSIL.SI
3856,sgx,CSKY.SI
3857,sgx,CSUN.SI
3858,sgx,CTDM.SI
3859,sgx,CTRP.SI
3860,sgx,CTTG.SI
3861,sgx,CWGI.SI
3862,sgx,CWTD.SI
3863,sgx,CWXG.SI
3864,sgx,CYBP.SI
3865,sgx,CYOU.SI
3866,sgx,DAIR.SI
3867,sgx,DAPA.SI
3868,sgx,DASI.SI
3869,sgx,DATA.SI
3870,sgx,DAUS.SI
3871,sgx,DAXJ.SI
3872,sgx,DBAN.SI
3873,sgx,DBBM.SI
3874,sgx,DBSM.SI
3875,sgx,DCM.SI
3876,sgx,DCSB.SI
3877,sgx,DCSI.SI
3878,sgx,DCSX.SI
3879,sgx,DDHL.SI
3880,sgx,DECL.SI
3881,sgx,DELF.SI
3882,sgx,DELO.SI
3883,sgx,DEOU.SI
3884,sgx,DESS.SI
3885,sgx,DESX.SI
3886,sgx,DFVT.SI
3887,sgx,DFXI.SI
3888,sgx,DGLE.SI
3889,sgx,DGSD.SI
3890,sgx,DISA.SI
3891,sgx,DMBR.SI
3892,sgx,DMCN.SI
3893,sgx,DMEU.SI
3894,sgx,DMHL.SI
3895,sgx,DMIN.SI
3896,sgx,DMJP.SI
3897,sgx,DMKO.SI
3898,sgx,DMMY.SI
3899,sgx,DMNI.SI
3900,sgx,DMPL.SI
3901,sgx,DMRC.SI
3902,sgx,DMTH.SI
3903,sgx,DMTW.SI
3904,sgx,DMUS.SI
3905,sgx,DMWO.SI
3906,sgx,DMXT.SI
3907,sgx,DNIX.SI
3908,sgx,DOSA.SI
3909,sgx,DOSR.SI
3910,sgx,DPAK.SI
3911,sgx,DPDL.SI
3912,sgx,DPQP.SI
3913,sgx,DPXJ.SI
3914,sgx,DRGN.SI
3915,sgx,DRWT.SI
3916,sgx,DSIN.SI
3917,sgx,DSPS.SI
3918,sgx,DTHL.SI
3919,sgx,DUIT.SI
3920,sgx,DUSD.SI
3921,sgx,DUTD.SI
3922,sgx,DUTY.SI
3923,sgx,DYCL.SI
3924,sgx,ECOW.SI
3925,sgx,ECWO.SI
3926,sgx,EDIT.SI
3927,sgx,EELT.SI
3928,sgx,EHHL.SI
3929,sgx,EIND.SI
3930,sgx,ELPZ.SI
3931,sgx,EMAS.SI
3932,sgx,EMER.SI
3933,sgx,EMSE.SI
3934,sgx,ENGR.SI
3935,sgx,EPHL.SI
3936,sgx,ESGL.SI
3937,sgx,ESRR.SI
3938,sgx,ETEL.SI
3939,sgx,ETGL.SI
3940,sgx,ETIK.SI
3941,sgx,EURO.SI
3942,sgx,EXCE.SI
3943,sgx,EZHL.SI
3944,sgx,EZRA.SI
3945,sgx,FAEA.SI
3946,sgx,FAEH.SI
3947,sgx,FARE.SI
3948,sgx,FBCH.SI
3949,sgx,FCRT.SI
3950,sgx,FEDL.SI
3951,sgx,FEGL.SI
3952,sgx,FEMP.SI
3953,sgx,FFHL.SI
3954,sgx,FIBR.SI
3955,sgx,FIGT.SI
3956,sgx,FJBN.SI
3957,sgx,FOIL.SI
3958,sgx,FOPS.SI
3959,sgx,FORT.SI
3960,sgx,FRAE.SI
3961,sgx,FRAG.SI
3962,sgx,FRCR.SI
3963,sgx,FRCT.SI
3964,sgx,FREN.SI
3965,sgx,FRET.SI
3966,sgx,FRHO.SI
3967,sgx,FRLD.SI
3968,sgx,FRNM.SI
3969,sgx,FSCA.SI
3970,sgx,FSLT.SI
3971,sgx,FULL.SI
3972,sgx,FUYU.SI
3973,sgx,FXCG.SI
3974,sgx,FZPI.SI
3975,sgx,GAGR.SI
3976,sgx,GAYL.SI
3977,sgx,GBYL.SI
3978,sgx,GCCP.SI
3979,sgx,GDSG.SI
3980,sgx,GELA.SI
3981,sgx,GENH.SI
3982,sgx,GENS.SI
3983,sgx,GEOE.SI
3984,sgx,GKEC.SI
3985,sgx,GKHS.SI
3986,sgx,GLGP.SI
3987,sgx,GLLI.SI
3988,sgx,GLNV.SI
3989,sgx,GLOB.SI
3990,sgx,GLPL.SI
3991,sgx,GLVT.SI
3992,sgx,GOLD.SI
3993,sgx,GPBS.SI
3994,sgx,GPEI.SI
3995,sgx,GPRL.SI
3996,sgx,GREE.SI
3997,sgx,GRPS.SI
3998,sgx,GSHC.SI
3999,sgx,GSHO.SI
4000,sgx,GSSE.SI
4001,sgx,GTCL.SI
4002,sgx,GUOA.SI
4003,sgx,GUOC.SI
4004,sgx,GYLP.SI
4005,sgx,HACH.SI
4006,sgx,HALC.SI
4007,sgx,HANA.SI
4008,sgx,HANR.SI
4009,sgx,HANW.SI
4010,sgx,HATT.SI
4011,sgx,HBC.SI
4012,sgx,HBEE.SI
4013,sgx,HCSU.SI
4014,sgx,HEET.SI
4015,sgx,HEMC.SI
4016,sgx,HFRY.SI
4017,sgx,HGCS.SI
4018,sgx,HGMM.SI
4019,sgx,HIAP.SI
4020,sgx,HIPI.SI
4021,sgx,HKEW.SI
4022,sgx,HKLD.SI
4023,sgx,HLAA.SI
4024,sgx,HLEC.SI
4025,sgx,HLGE.SI
4026,sgx,HLHG.SI
4027,sgx,HLHL.SI
4028,sgx,HLSF.SI
4029,sgx,HLSG.SI
4030,sgx,HMIH.SI
4031,sgx,HNGX.SI
4032,sgx,HNP.SI
4033,sgx,HNYG.SI
4034,sgx,HONG.SI
4035,sgx,HOTU.SI
4036,sgx,HPAR.SI
4037,sgx,HPHT.SI
4038,sgx,HPPS.SI
4039,sgx,HRGS.SI
4040,sgx,HRNE.SI
4041,sgx,HSEN.SI
4042,sgx,HSNG.SI
4043,sgx,HTCL.SI
4044,sgx,HTJT.SI
4045,sgx,HTRS.SI
4046,sgx,HUAN.SI
4047,sgx,HUAT.SI
4048,sgx,HUPS.SI
4049,sgx,HWHS.SI
4050,sgx,HYFL.SI
4051,sgx,IBEV.SI
4052,sgx,IBPI.SI
4053,sgx,ICPL.SI
4054,sgx,IEVH.SI
4055,sgx,IFAC.SI
4056,sgx,IFAR.SI
4057,sgx,IFAS.SI
4058,sgx,IHHH.SI
4059,sgx,IKEN.SI
4060,sgx,IMPE.SI
4061,sgx,INDI.SI
4062,sgx,INFN.SI
4063,sgx,INFO.SI
4064,sgx,INPS.SI
4065,sgx,INTK.SI
4066,sgx,INTR.SI
4067,sgx,IPCC.SI
4068,sgx,IPCO.SI
4069,sgx,IPSL.SI
4070,sgx,IPSS.SI
4071,sgx,IREI.SI
4072,sgx,ISDN.SI
4073,sgx,ISEC.SI
4074,sgx,ISET.SI
4075,sgx,ISOT.SI
4076,sgx,ISRC.SI
4077,sgx,ITRS.SI
4078,sgx,IXBI.SI
4079,sgx,JACK.SI
4080,sgx,JADA.SI
4081,sgx,JAHL.SI
4082,sgx,JAPF.SI
4083,sgx,JARD.SI
4084,sgx,JASO.SI
4085,sgx,JASP.SI
4086,sgx,JAYA.SI
4087,sgx,JBFO.SI
4088,sgx,JCYC.SI
4089,sgx,JEPH.SI
4090,sgx,JIHL.SI
4091,sgx,JLJH.SI
4092,sgx,JMGL.SI
4093,sgx,JPFD.SI
4094,sgx,JSH.SI
4095,sgx,JSIH.SI
4096,sgx,JUMB.SI
4097,sgx,JUTN.SI
4098,sgx,KARI.SI
4099,sgx,KASA.SI
4100,sgx,KATR.SI
4101,sgx,KBEE.SI
4102,sgx,KBRO.SI
4103,sgx,KCAL.SI
4104,sgx,KCFH.SI
4105,sgx,KCHL.SI
4106,sgx,KEHO.SI
4107,sgx,KEPE.SI
4108,sgx,KEPL.SI
4109,sgx,KHON.SI
4110,sgx,KIMH.SI
4111,sgx,KIML.SI
4112,sgx,KIWC.SI
4113,sgx,KLWH.SI
4114,sgx,KMAR.SI
4115,sgx,KMEN.SI
4116,sgx,KODA.SI
4117,sgx,KOLA.SI
4118,sgx,KOON.SI
4119,sgx,KOPL.SI
4120,sgx,KORI.SI
4121,sgx,KOYO.SI
4122,sgx,KPEL.SI
4123,sgx,KPLM.SI
4124,sgx,KRIS.SI
4125,sgx,KSHH.SI
4126,sgx,KSTL.SI
4127,sgx,KTEL.SI
4128,sgx,KTLG.SI
4129,sgx,LAEJ.SI
4130,sgx,LAFE.SI
4131,sgx,LANG.SI
4132,sgx,LAPX.SI
4133,sgx,LASI.SI
4134,sgx,LASS.SI
4135,sgx,LCRB.SI
4136,sgx,LCRG.SI
4137,sgx,LCTH.SI
4138,sgx,LDJI.SI
4139,sgx,LEEM.SI
4140,sgx,LETL.SI
4141,sgx,LEYC.SI
4142,sgx,LHNL.SI
4143,sgx,LHSI.SI
4144,sgx,LHTH.SI
4145,sgx,LIAS.SI
4146,sgx,LIBG.SI
4147,sgx,LIFE.SI
4148,sgx,LIGL.SI
4149,sgx,LINC.SI
4150,sgx,LIND.SI
4151,sgx,LINR.SI
4152,sgx,LION.SI
4153,sgx,LIOP.SI
4154,sgx,LKBH.SI
4155,sgx,LKH.SI
4156,sgx,LKOM.SI
4157,sgx,LKRW.SI
4158,sgx,LLEM.SI
4159,sgx,LLTM.SI
4160,sgx,LMAL.SI
4161,sgx,LMEU.SI
4162,sgx,LMRT.SI
4163,sgx,LNDX.SI
4164,sgx,LONZ.SI
4165,sgx,LRBC.SI
4166,sgx,LRUS.SI
4167,sgx,LRZI.SI
4168,sgx,LSET.SI
4169,sgx,LTCL.SI
4170,sgx,LTWN.SI
4171,sgx,LUCS.SI
4172,sgx,LUKG.SI
4173,sgx,LUZH.SI
4174,sgx,LWLD.SI
4175,sgx,MACT.SI
4176,sgx,MAGN.SI
4177,sgx,MAIW.SI
4178,sgx,MANH.SI
4179,sgx,MANU.SI
4180,sgx,MAPE.SI
4181,sgx,MAPI.SI
4182,sgx,MAPL.SI
4183,sgx,MAPM.SI
4184,sgx,MARY.SI
4185,sgx,MATE.SI
4186,sgx,MAXI.SI
4187,sgx,MCHE.SI
4188,sgx,MCHL.SI
4189,sgx,MDRT.SI
4190,sgx,MDVT.SI
4191,sgx,MEGA.SI
4192,sgx,MEGH.SI
4193,sgx,MEMS.SI
4194,sgx,MEMT.SI
4195,sgx,MERC.SI
4196,sgx,META.SI
4197,sgx,METE.SI
4198,sgx,MEWI.SI
4199,sgx,MFG.SI
4200,sgx,MFSL.SI
4201,sgx,MIDA.SI
4202,sgx,MIEL.SI
4203,sgx,MITD.SI
4204,sgx,MIYO.SI
4205,sgx,MMEC.SI
4206,sgx,MMPC.SI
4207,sgx,MMPR.SI
4208,sgx,MOIL.SI
4209,sgx,MONE.SI
4210,sgx,MOYA.SI
4211,sgx,MRTL.SI
4212,sgx,MRUW.SI
4213,sgx,MSEL.SI
4214,sgx,MSHO.SI
4215,sgx,MSML.SI
4216,sgx,MTCS.SI
4217,sgx,MTHL.SI
4218,sgx,MTLS.SI
4219,sgx,MTU.SI
4220,sgx,MURA.SI
4221,sgx,MYPL.SI
4222,sgx,MYSC.SI
4223,sgx,NATS.SI
4224,sgx,NAUT.SI
4225,sgx,NCHL.SI
4226,sgx,NEOG.SI
4227,sgx,NERA.SI
4228,sgx,NETL.SI
4229,sgx,NEWS.SI
4230,sgx,NEWW.SI
4231,sgx,NEXT.SI
4232,sgx,NICO.SI
4233,sgx,NIKK.SI
4234,sgx,NIPP.SI
4235,sgx,NISE.SI
4236,sgx,NLPM.SI
4237,sgx,NMCG.SI
4238,sgx,NMHD.SI
4239,sgx,NOBG.SI
4240,sgx,NOEL.SI
4241,sgx,NPFH.SI
4242,sgx,NRGL.SI
4243,sgx,NTES.SI
4244,sgx,NTOR.SI
4245,sgx,NTYO.SI
4246,sgx,NUTR.SI
4247,sgx,OCBC.SI
4248,sgx,OCEA.SI
4249,sgx,OCGL.SI
4250,sgx,OCKL.SI
4251,sgx,OELH.SI
4252,sgx,OKHG.SI
4253,sgx,OKPH.SI
4254,sgx,OLAM.SI
4255,sgx,OLSE.SI
4256,sgx,ONES.SI
4257,sgx,ORIE.SI
4258,sgx,OSSA.SI
4259,sgx,OUEC.SI
4260,sgx,OUEH.SI
4261,sgx,OUEL.SI
4262,sgx,OUER.SI
4263,sgx,OVER.SI
4264,sgx,OVES.SI
4265,sgx,OXHL.SI
4266,sgx,PACC.SI
4267,sgx,PACF.SI
4268,sgx,PACI.SI
4269,sgx,PACS.SI
4270,sgx,PANA.SI
4271,sgx,PANH.SI
4272,sgx,PANU.SI
4273,sgx,PAVI.SI
4274,sgx,PCEN.SI
4275,sgx,PCIL.SI
4276,sgx,PECL.SI
4277,sgx,PERE.SI
4278,sgx,PFML.SI
4279,sgx,PGUN.SI
4280,sgx,PHAR.SI
4281,sgx,PHIL.SI
4282,sgx,PJSC.SI
4283,sgx,PLAT.SI
4284,sgx,PLPS.SI
4285,sgx,PMDS.SI
4286,sgx,PNEI.SI
4287,sgx,POGN.SI
4288,sgx,POLA.SI
4289,sgx,PRAL.SI
4290,sgx,PROC.SI
4291,sgx,PRTL.SI
4292,sgx,PSGH.SI
4293,sgx,PSLL.SI
4294,sgx,PTBL.SI
4295,sgx,PTCL.SI
4296,sgx,PTR.SI
4297,sgx,PWLR.SI
4298,sgx,QAFS.SI
4299,sgx,QGMI.SI
4300,sgx,QIAN.SI
4301,sgx,QMDT.SI
4302,sgx,QTVA.SI
4303,sgx,RAFF.SI
4304,sgx,RAFG.SI
4305,sgx,RAMB.SI
4306,sgx,REAG.SI
4307,sgx,REGI.SI
4308,sgx,RESO.SI
4309,sgx,REXI.SI
4310,sgx,RHPG.SI
4311,sgx,RHTH.SI
4312,sgx,RKHL.SI
4313,sgx,RLSE.SI
4314,sgx,ROTE.SI
4315,sgx,ROWS.SI
4316,sgx,RVHL.SI
4317,sgx,RXYP.SI
4318,sgx,SABA.SI
4319,sgx,SAKA.SI
4320,sgx,SAMR.SI
4321,sgx,SAMT.SI
4322,sgx,SAMU.SI
4323,sgx,SANL.SI
4324,sgx,SANS.SI
4325,sgx,SAPP.SI
4326,sgx,SARI.SI
4327,sgx,SATK.SI
4328,sgx,SATS.SI
4329,sgx,SBDS.SI
4330,sgx,SBIO.SI
4331,sgx,SBSR.SI
4332,sgx,SBVV.SI
4333,sgx,SCIL.SI
4334,sgx,SCMN.SI
4335,sgx,SECD.SI
4336,sgx,SECL.SI
4337,sgx,SECU.SI
4338,sgx,SEEH.SI
4339,sgx,SENY.SI
4340,sgx,SERL.SI
4341,sgx,SERO.SI
4342,sgx,SERR.SI
4343,sgx,SFLD.SI
4344,sgx,SGHC.SI
4345,sgx,SGLD.SI
4346,sgx,SGXL.SI
4347,sgx,SHCC.SI
4348,sgx,SHDS.SI
4349,sgx,SHEN.SI
4350,sgx,SHIN.SI
4351,sgx,SHI.SI
4352,sgx,SHNG.SI
4353,sgx,SHOP.SI
4354,sgx,SHTU.SI
4355,sgx,SIAE.SI
4356,sgx,SIAL.SI
4357,sgx,SIHL.SI
4358,sgx,SIHM.SI
4359,sgx,SIIC.SI
4360,sgx,SINA.SI
4361,sgx,SINC.SI
4362,sgx,SINE.SI
4363,sgx,SING.SI
4364,sgx,SINJ.SI
4365,sgx,SINL.SI
4366,sgx,SINO.SI
4367,sgx,SINP.SI
4368,sgx,SINV.SI
4369,sgx,SINW.SI
4370,sgx,SITR.SI
4371,sgx,SLVX.SI
4372,sgx,SMFC.SI
4373,sgx,SMFL.SI
4374,sgx,SMGL.SI
4375,sgx,SMJI.SI
4376,sgx,SNEX.SI
4377,sgx,SNLN.SI
4378,sgx,SNRT.SI
4379,sgx,SNSR.SI
4380,sgx,SNTH.SI
4381,sgx,SOGF.SI
4382,sgx,SOIL.SI
4383,sgx,SOOK.SI
4384,sgx,SOUT.SI
4385,sgx,SPAC.SI
4386,sgx,SPAU.SI
4387,sgx,SPDR.SI
4388,sgx,SPHL.SI
4389,sgx,SPHR.SI
4390,sgx,SPIC.SI
4391,sgx,SPOS.SI
4392,sgx,SPPS.SI
4393,sgx,SPRM.SI
4394,sgx,SPRS.SI
4395,sgx,SPY.SI
4396,sgx,SRGL.SI
4397,sgx,SRIF.SI
4398,sgx,SRPT.SI
4399,sgx,SRTA.SI
4400,sgx,SSHP.SI
4401,sgx,STAB.SI
4402,sgx,STAR.SI
4403,sgx,STAS.SI
4404,sgx,STCM.SI
4405,sgx,STEG.SI
4406,sgx,STEL.SI
4407,sgx,STHL.SI
4408,sgx,STHO.SI
4409,sgx,STRA.SI
4410,sgx,STRT.SI
4411,sgx,STTF.SI
4412,sgx,SUHL.SI
4413,sgx,SUND.SI
4414,sgx,SUNP.SI
4415,sgx,SUNR.SI
4416,sgx,SUNT.SI
4417,sgx,SUTL.SI
4418,sgx,SVCH.SI
4419,sgx,SWBR.SI
4420,sgx,SWCO.SI
4421,sgx,SWEE.SI
4422,sgx,SWMT.SI
4423,sgx,SYSM.SI
4424,sgx,SYT.SI
4425,sgx,TACO.SI
4426,sgx,TAIS.SI
4427,sgx,TALK.SI
4428,sgx,TASE.SI
4429,sgx,TAT.SI
4430,sgx,TBEV.SI
4431,sgx,TCHL.SI
4432,sgx,TCIL.SI
4433,sgx,TCIN.SI
4434,sgx,TECC.SI
4435,sgx,TECH.SI
4436,sgx,TECK.SI
4437,sgx,TEEI.SI
4438,sgx,TEEL.SI
4439,sgx,TEHO.SI
4440,sgx,TGLK.SI
4441,sgx,THAK.SI
4442,sgx,THEP.SI
4443,sgx,THET.SI
4444,sgx,TIAN.SI
4445,sgx,TIHL.SI
4446,sgx,TINL.SI
4447,sgx,TION.SI
4448,sgx,TISE.SI
4449,sgx,TLVH.SI
4450,sgx,TMCE.SI
4451,sgx,TMCL.SI
4452,sgx,TM.SI
4453,sgx,TOPG.SI
4454,sgx,TOSE.SI
4455,sgx,TPGB.SI
4456,sgx,TPVH.SI
4457,sgx,TRHL.SI
4458,sgx,TRIY.SI
4459,sgx,TRKL.SI
4460,sgx,TSHC.SI
4461,sgx,TSHS.SI
4462,sgx,TTGL.SI
4463,sgx,TTJH.SI
4464,sgx,TYES.SI
4465,sgx,UAFC.SI
4466,sgx,UGHE.SI
4467,sgx,UICS.SI
4468,sgx,UMSH.SI
4469,sgx,UNIO.SI
4470,sgx,UNIS.SI
4471,sgx,UNIT.SI
4472,sgx,UNIV.SI
4473,sgx,UNUS.SI
4474,sgx,UOAL.SI
4475,sgx,UOBH.SI
4476,sgx,UOIS.SI
4477,sgx,UOKH.SI
4478,sgx,UPLL.SI
4479,sgx,UPPS.SI
4480,sgx,USCH.SI
4481,sgx,USPG.SI
4482,sgx,UTDF.SI
4483,sgx,UTES.SI
4484,sgx,UTOS.SI
4485,sgx,VAMG.SI
4486,sgx,VARD.SI
4487,sgx,VCOM.SI
4488,sgx,VENM.SI
4489,sgx,VERS.SI
4490,sgx,VHLD.SI
4491,sgx,VIBO.SI
4492,sgx,VIBR.SI
4493,sgx,VICP.SI
4494,sgx,VIKO.SI
4495,sgx,VIVA.SI
4496,sgx,VLUE.SI
4497,sgx,VSHN.SI
4498,sgx,WEIH.SI
4499,sgx,WHHL.SI
4500,sgx,WHIT.SI
4501,sgx,WILT.SI
4502,sgx,WLAR.SI
4503,sgx,WLIL.SI
4504,sgx,WONG.SI
4505,sgx,WORL.SI
4506,sgx,WPML.SI
4507,sgx,WPSL.SI
4508,sgx,WTHS.SI
4509,sgx,XMHL.SI
4510,sgx,YAMR.SI
4511,sgx,YANG.SI
4512,sgx,YAZG.SI
4513,sgx,YHII.SI
4514,sgx,YHSS.SI
4515,sgx,YIND.SI
4516,sgx,YING.SI
4517,sgx,YNAM.SI
4518,sgx,YNLG.SI
4519,sgx,YNMH.SI
4520,sgx,YOMA.SI
4521,sgx,YORK.SI
4522,sgx,YOUN.SI
4523,sgx,YUUZ.SI
4524,sgx,YVEN.SI
4525,sgx,ZBRG.SI
4526,sgx,ZHON.SI
4527,sgx,ZICO.SI
4528,sgx,ZIWO.SI
4529,sgx,ZNH.SI
4530,sgx,ZOBE.SI
